Código de la Institución;IES PADRE;Institución de Educación Superior (IES);Principal oSeccional;Id_Sector;Id_Caracter;Código del departamento(IES);Departamento de domicilio de la IES;Código del Municipio(IES);Municipio dedomicilio de la IES;Código SNIES delprograma;Programa Académico;Id_Nivel;Id_Nivel_Formacion;Id_Metodologia;Id_Area;Id_Nucleo;Núcleo Básico del Conocimiento (NBC);Código del Departamento(Programa);Departamento de oferta del programa;Código del Municipio(Programa);Municipio de oferta del programa;Id Género;Año;Semestre;Total Matriculados
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;522;ARTES PLASTICAS;1;6;1;2;24;ATES PLASTICAS VISUALES Y AFINES;8;ATLANTICO;8001;BARRANQUILLA;2;2015;1;74
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;522;ARTES PLASTICAS;1;6;1;2;24;ATES PLASTICAS VISUALES Y AFINES;8;ATLANTICO;8001;BARRANQUILLA;1;2015;1;109
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;523;LICENCIATURA EN MUSICA;1;6;1;3;313;EDUCACION;8;ATLANTICO;8001;BARRANQUILLA;2;2015;1;56
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;523;LICENCIATURA EN MUSICA;1;6;1;3;313;EDUCACION;8;ATLANTICO;8001;BARRANQUILLA;1;2015;1;264
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;530;NUTRICION Y DIETETICA;1;6;1;4;446;NUTRICION Y DIETETICA;8;ATLANTICO;8001;BARRANQUILLA;2;2015;1;482
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;530;NUTRICION Y DIETETICA;1;6;1;4;446;NUTRICION Y DIETETICA;8;ATLANTICO;8001;BARRANQUILLA;1;2015;1;62
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;531;DERECHO;1;6;1;5;559;DERECHO Y AFINES;8;ATLANTICO;8001;BARRANQUILLA;2;2015;1;1058
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;531;DERECHO;1;6;1;5;559;DERECHO Y AFINES;8;ATLANTICO;8001;BARRANQUILLA;1;2015;1;1125
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;532;ECONOMIA;1;6;1;6;611;ECONOMIA;8;ATLANTICO;8001;BARRANQUILLA;2;2015;1;312
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;532;ECONOMIA;1;6;1;6;611;ECONOMIA;8;ATLANTICO;8001;BARRANQUILLA;1;2015;1;312
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;535;INGENIERIA INDUSTRIAL;1;6;1;8;830;INGENIERIA INDUSTRIAL Y AFINES;8;ATLANTICO;8001;BARRANQUILLA;2;2015;1;497
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;535;INGENIERIA INDUSTRIAL;1;6;1;8;830;INGENIERIA INDUSTRIAL Y AFINES;8;ATLANTICO;8001;BARRANQUILLA;1;2015;1;612
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;536;INGENIERIA MECANICA;1;6;1;8;831;INGENIERIA MECANICA Y AFINES;8;ATLANTICO;8001;BARRANQUILLA;2;2015;1;103
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;536;INGENIERIA MECANICA;1;6;1;8;831;INGENIERIA MECANICA Y AFINES;8;ATLANTICO;8001;BARRANQUILLA;1;2015;1;822
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;537;INGENIERIA QUIMICA;1;6;1;8;832;INGENIERIA QUIMICA Y AFINES;8;ATLANTICO;8001;BARRANQUILLA;2;2015;1;392
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;537;INGENIERIA QUIMICA;1;6;1;8;832;INGENIERIA QUIMICA Y AFINES;8;ATLANTICO;8001;BARRANQUILLA;1;2015;1;496
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;538;ARQUITECTURA;1;6;1;8;818;ARQUITECTURA;8;ATLANTICO;8001;BARRANQUILLA;2;2015;1;264
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;538;ARQUITECTURA;1;6;1;8;818;ARQUITECTURA;8;ATLANTICO;8001;BARRANQUILLA;1;2015;1;563
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;539;BIOLOGIA;1;6;1;9;934;BIOLOGIA MICROBIOLOGIA Y AFINES;8;ATLANTICO;8001;BARRANQUILLA;2;2015;1;148
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;539;BIOLOGIA;1;6;1;9;934;BIOLOGIA MICROBIOLOGIA Y AFINES;8;ATLANTICO;8001;BARRANQUILLA;1;2015;1;134
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;540;QUIMICA Y FARMACIA;1;6;1;9;939;QUIMICA Y AFINES;8;ATLANTICO;8001;BARRANQUILLA;2;2015;1;500
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;540;QUIMICA Y FARMACIA;1;6;1;9;939;QUIMICA Y AFINES;8;ATLANTICO;8001;BARRANQUILLA;1;2015;1;363
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;5184;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN EDUCACION FISICARECREACION Y DEPORTES;1;6;1;3;313;EDUCACION;8;ATLANTICO;8001;BARRANQUILLA;1;2015;1;2
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;5188;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES;1;6;1;3;313;EDUCACION;8;ATLANTICO;8001;BARRANQUILLA;2;2015;1;4
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;5188;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES;1;6;1;3;313;EDUCACION;8;ATLANTICO;8001;BARRANQUILLA;1;2015;1;3
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;5191;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL;1;6;1;3;313;EDUCACION;8;ATLANTICO;8001;BARRANQUILLA;2;2015;1;1
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;9313;ESPECIALIZACION EN FINANZAS TERRITORIALES;2;1;1;6;69;ADMINISTRACION;8;ATLANTICO;8001;BARRANQUILLA;2;2015;1;6
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;9313;ESPECIALIZACION EN FINANZAS TERRITORIALES;2;1;1;6;69;ADMINISTRACION;8;ATLANTICO;8001;BARRANQUILLA;1;2015;1;7
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;9686;SOCIOLOGIA;1;6;1;5;569;SOCIOLOGIA TRABAJO SOCIAL Y AFINES;8;ATLANTICO;8001;BARRANQUILLA;2;2015;1;199
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;9686;SOCIOLOGIA;1;6;1;5;569;SOCIOLOGIA TRABAJO SOCIAL Y AFINES;8;ATLANTICO;8001;BARRANQUILLA;1;2015;1;122
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;9691;HISTORIA;1;6;1;5;562;GEOGRAFIA HISTORIA;8;ATLANTICO;8001;BARRANQUILLA;2;2015;1;93
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;9691;HISTORIA;1;6;1;5;562;GEOGRAFIA HISTORIA;8;ATLANTICO;8001;BARRANQUILLA;1;2015;1;164
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;9693;FILOSOFIA;1;6;1;5;568;FILOSOFIA TEOLOGIA Y AFINES;8;ATLANTICO;8001;BARRANQUILLA;2;2015;1;128
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;9693;FILOSOFIA;1;6;1;5;568;FILOSOFIA TEOLOGIA Y AFINES;8;ATLANTICO;8001;BARRANQUILLA;1;2015;1;151
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;9897;ARTE DRAMATICO;1;6;1;2;25;ARTES REPRESENTATIVAS;8;ATLANTICO;8001;BARRANQUILLA;2;2015;1;72
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;9897;ARTE DRAMATICO;1;6;1;2;25;ARTES REPRESENTATIVAS;8;ATLANTICO;8001;BARRANQUILLA;1;2015;1;54
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;10223;QUIMICA;1;6;1;9;939;QUIMICA Y AFINES;8;ATLANTICO;8001;BARRANQUILLA;2;2015;1;133
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;10223;QUIMICA;1;6;1;9;939;QUIMICA Y AFINES;8;ATLANTICO;8001;BARRANQUILLA;1;2015;1;148
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;10522;MATEMATICAS;1;6;1;9;937;MATEMATICAS ESTADISTICA Y AFINES;8;ATLANTICO;8001;BARRANQUILLA;2;2015;1;40
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;10522;MATEMATICAS;1;6;1;9;937;MATEMATICAS ESTADISTICA Y AFINES;8;ATLANTICO;8001;BARRANQUILLA;1;2015;1;107
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;10614;FISICA;1;6;1;9;935;FISICA;8;ATLANTICO;8001;BARRANQUILLA;2;2015;1;34
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;10614;FISICA;1;6;1;9;935;FISICA;8;ATLANTICO;8001;BARRANQUILLA;1;2015;1;143
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;11755;LICENCIATURA EN EDUCACION ESPECIAL;1;6;1;3;313;EDUCACION;8;ATLANTICO;8001;BARRANQUILLA;2;2015;1;326
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;11755;LICENCIATURA EN EDUCACION ESPECIAL;1;6;1;3;313;EDUCACION;8;ATLANTICO;8001;BARRANQUILLA;1;2015;1;36
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;11756;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN EDUCACION FISICA RECREACION Y DEPORTES;1;6;1;3;313;EDUCACION;8;ATLANTICO;8001;BARRANQUILLA;2;2015;1;4
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;11756;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN EDUCACION FISICA RECREACION Y DEPORTES;1;6;1;3;313;EDUCACION;8;ATLANTICO;8001;BARRANQUILLA;1;2015;1;4
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;11758;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN EDUCACION ARTISTICA;1;6;1;3;313;EDUCACION;8;ATLANTICO;8001;BARRANQUILLA;2;2015;1;1
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;11758;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN EDUCACION ARTISTICA;1;6;1;3;313;EDUCACION;8;ATLANTICO;8001;BARRANQUILLA;1;2015;1;1
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;11759;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL;1;6;1;3;313;EDUCACION;8;ATLANTICO;8001;BARRANQUILLA;2;2015;1;3
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;11760;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN IDIOMAS EXTRANJEROS;1;6;1;3;313;EDUCACION;8;ATLANTICO;8001;BARRANQUILLA;2;2015;1;13
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;11760;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN IDIOMAS EXTRANJEROS;1;6;1;3;313;EDUCACION;8;ATLANTICO;8001;BARRANQUILLA;1;2015;1;7
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;11761;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS;1;6;1;3;313;EDUCACION;8;ATLANTICO;8001;BARRANQUILLA;1;2015;1;2
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;11939;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN HUMANIDADES Y LENGUA CASTELLANA;1;6;1;3;313;EDUCACION;8;ATLANTICO;8001;BARRANQUILLA;2;2015;1;5
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;11939;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN HUMANIDADES Y LENGUA CASTELLANA;1;6;1;3;313;EDUCACION;8;ATLANTICO;8001;BARRANQUILLA;1;2015;1;1
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;11943;LICENCIATURA EN PREESCOLAR;1;6;1;3;313;EDUCACION;8;ATLANTICO;8001;BARRANQUILLA;2;2015;1;2
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;11944;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN HUMANIDADES Y LENGUA CASTELLANA;1;6;1;3;313;EDUCACION;8;ATLANTICO;8001;BARRANQUILLA;2;2015;1;10
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;11944;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN HUMANIDADES Y LENGUA CASTELLANA;1;6;1;3;313;EDUCACION;8;ATLANTICO;8001;BARRANQUILLA;1;2015;1;1
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;15533;CONTADURIA PUBLICA;1;6;1;6;612;CONTADURIA PUBLICA;8;ATLANTICO;8001;BARRANQUILLA;2;2015;1;872
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;15533;CONTADURIA PUBLICA;1;6;1;6;612;CONTADURIA PUBLICA;8;ATLANTICO;8001;BARRANQUILLA;1;2015;1;751
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;15534;ADMINISTRACION DE EMPRESAS;1;6;1;6;69;ADMINISTRACION;8;ATLANTICO;8001;BARRANQUILLA;2;2015;1;691
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;15534;ADMINISTRACION DE EMPRESAS;1;6;1;6;69;ADMINISTRACION;8;ATLANTICO;8001;BARRANQUILLA;1;2015;1;797
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;17663;ESPECIALIZACION EN FISICA GENERAL;2;1;1;9;935;FISICA;8;ATLANTICO;8001;BARRANQUILLA;1;2015;1;3
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;20543;INGENIERIA AGROINDUSTRIAL;1;6;1;8;823;INGENIERIA AGROINDUSTRIAL ALIMENTOS Y AFINES;8;ATLANTICO;8001;BARRANQUILLA;2;2015;1;193
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;20543;INGENIERIA AGROINDUSTRIAL;1;6;1;8;823;INGENIERIA AGROINDUSTRIAL ALIMENTOS Y AFINES;8;ATLANTICO;8001;BARRANQUILLA;1;2015;1;228
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;54491;TECNOLOGIA EN GESTION TURISTICA;1;5;1;6;69;ADMINISTRACION;8;ATLANTICO;8001;BARRANQUILLA;2;2015;1;133
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;54491;TECNOLOGIA EN GESTION TURISTICA;1;5;1;6;69;ADMINISTRACION;8;ATLANTICO;8001;BARRANQUILLA;1;2015;1;54
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;54492;TECNICA PROFESIONAL EN OPERACION TURISTICA;1;4;1;6;69;ADMINISTRACION;8;ATLANTICO;8001;BARRANQUILLA;2;2015;1;213
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;54492;TECNICA PROFESIONAL EN OPERACION TURISTICA;1;4;1;6;69;ADMINISTRACION;8;ATLANTICO;8001;BARRANQUILLA;1;2015;1;108
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;54887;MAESTRIA EN BIOLOGIA;2;2;1;9;934;BIOLOGIA MICROBIOLOGIA Y AFINES;8;ATLANTICO;8001;BARRANQUILLA;2;2015;1;3
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;55172;ESPECIALIZACION EN GESTION DE LA CALIDAD;2;1;1;6;69;ADMINISTRACION;8;ATLANTICO;8001;BARRANQUILLA;2;2015;1;20
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;55172;ESPECIALIZACION EN GESTION DE LA CALIDAD;2;1;1;6;69;ADMINISTRACION;8;ATLANTICO;8001;BARRANQUILLA;1;2015;1;14
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;90324;ESPECIALIZACION EN ESTADISTICA APLICADA;2;1;1;9;937;MATEMATICAS ESTADISTICA Y AFINES;8;ATLANTICO;8001;BARRANQUILLA;2;2015;1;5
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;90324;ESPECIALIZACION EN ESTADISTICA APLICADA;2;1;1;9;937;MATEMATICAS ESTADISTICA Y AFINES;8;ATLANTICO;8001;BARRANQUILLA;1;2015;1;8
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;90853;MAESTRIA EN CIENCIAS-MATEMATICAS;2;2;1;9;937;MATEMATICAS ESTADISTICA Y AFINES;8;ATLANTICO;8001;BARRANQUILLA;2;2015;1;5
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;90853;MAESTRIA EN CIENCIAS-MATEMATICAS;2;2;1;9;937;MATEMATICAS ESTADISTICA Y AFINES;8;ATLANTICO;8001;BARRANQUILLA;1;2015;1;16
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;90854;MAESTRIA EN LINGUISTICA;2;2;1;5;564;LENGUAS MODERNAS LITERATURA LINGUISTICA Y AFINES;8;ATLANTICO;8001;BARRANQUILLA;2;2015;1;8
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;90854;MAESTRIA EN LINGUISTICA;2;2;1;5;564;LENGUAS MODERNAS LITERATURA LINGUISTICA Y AFINES;8;ATLANTICO;8001;BARRANQUILLA;1;2015;1;1
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;90995;MAESTRIA EN LITERATURA HISPANOAMERICANA Y DEL CARIBE;2;2;1;5;564;LENGUAS MODERNAS LITERATURA LINGUISTICA Y AFINES;8;ATLANTICO;8001;BARRANQUILLA;2;2015;1;5
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;90995;MAESTRIA EN LITERATURA HISPANOAMERICANA Y DEL CARIBE;2;2;1;5;564;LENGUAS MODERNAS LITERATURA LINGUISTICA Y AFINES;8;ATLANTICO;8001;BARRANQUILLA;1;2015;1;3
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;91009;ESPECIALIZACION EN DIDACTICA DE LAS MATEMATICAS;2;1;1;3;313;EDUCACION;8;ATLANTICO;8001;BARRANQUILLA;2;2015;1;3
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;91009;ESPECIALIZACION EN DIDACTICA DE LAS MATEMATICAS;2;1;1;3;313;EDUCACION;8;ATLANTICO;8001;BARRANQUILLA;1;2015;1;4
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;91050;DOCTORADO EN CIENCIAS FISICAS;2;3;1;9;935;FISICA;8;ATLANTICO;8001;BARRANQUILLA;2;2015;1;1
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;91050;DOCTORADO EN CIENCIAS FISICAS;2;3;1;9;935;FISICA;8;ATLANTICO;8001;BARRANQUILLA;1;2015;1;3
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;91322;LICENCIATURA EN EDUCACION ARTISTICA;1;6;1;3;313;EDUCACION;8;ATLANTICO;8001;BARRANQUILLA;2;2015;1;166
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;91322;LICENCIATURA EN EDUCACION ARTISTICA;1;6;1;3;313;EDUCACION;8;ATLANTICO;8001;BARRANQUILLA;1;2015;1;106
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;91429;LICENCIATURA EN CIENCIAS SOCIALES;1;6;1;3;313;EDUCACION;8;ATLANTICO;8001;BARRANQUILLA;2;2015;1;303
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;91429;LICENCIATURA EN CIENCIAS SOCIALES;1;6;1;3;313;EDUCACION;8;ATLANTICO;8001;BARRANQUILLA;1;2015;1;372
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;91482;LICENCIATURA EN CULTURA FISICA RECREACION Y DEPORTES;1;6;1;3;313;EDUCACION;8;ATLANTICO;8001;BARRANQUILLA;2;2015;1;215
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;91482;LICENCIATURA EN CULTURA FISICA RECREACION Y DEPORTES;1;6;1;3;313;EDUCACION;8;ATLANTICO;8001;BARRANQUILLA;1;2015;1;1183
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;91483;LICENCIATURA EN EDUCACION INFANTIL;1;6;1;3;313;EDUCACION;8;ATLANTICO;8001;BARRANQUILLA;2;2015;1;495
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;91483;LICENCIATURA EN EDUCACION INFANTIL;1;6;1;3;313;EDUCACION;8;ATLANTICO;8001;BARRANQUILLA;1;2015;1;23
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;91484;LICENCIATURA EN ESPAÑOL Y LITERATURA;1;6;1;3;313;EDUCACION;8;ATLANTICO;8001;BARRANQUILLA;2;2015;1;744
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;91484;LICENCIATURA EN ESPAÑOL Y LITERATURA;1;6;1;3;313;EDUCACION;8;ATLANTICO;8001;BARRANQUILLA;1;2015;1;289
1202;1202;UNIVERSIDAD DEL ATLANTICO;PRINCIPAL;1;4;8;ATLANTICO;8001;BARRANQUILLA;91485;LICENCIATURA EN BIOLOGIA Y QUIMICA;1;6;1;3;313;EDUCACION;8;ATLANTICO;8001;BARRANQUILLA;2;2015;1;520
